"hsapiens_homolog_ensembl_gene" "ensembl_gene_id.x" "external_gene_name.x" "hsapiens_homolog_associated_gene_name.x" "ensembl_gene_id.y" "external_gene_name.y" "hsapiens_homolog_associated_gene_name.y" "ensembl_gene_id" "external_gene_name" "hsapiens_homolog_associated_gene_name"
"13324" "ENSG00000154096" "ENSDARG00000035018" "thy1" "THY1" "ENSGALG00010026023" "THY1" "THY1" "ENSRNOG00000006604" "Thy1" "THY1"
"13325" "ENSG00000154099" "ENSDARG00000012030" "dnaaf1" "DNAAF1" "ENSGALG00010024715" "DNAAF1" "DNAAF1" "ENSRNOG00000015590" "Dnaaf1" "DNAAF1"
"13326" "ENSG00000154114" "ENSDARG00000002682" "tbcela" "TBCEL" "ENSGALG00010025830" "TBCEL" "TBCEL" "ENSRNOG00000032364" "Tbcel" "TBCEL"
"13327" "ENSG00000154114" "ENSDARG00000019525" "tbcelb" "TBCEL" "ENSGALG00010025830" "TBCEL" "TBCEL" "ENSRNOG00000032364" "Tbcel" "TBCEL"
"13328" "ENSG00000154118" "ENSDARG00000059534" "jph3a" "JPH3" "ENSGALG00010009126" "JPH3" "JPH3" "ENSRNOG00000018784" "Jph3" "JPH3"
"13329" "ENSG00000154118" "ENSDARG00000102204" "jph3b" "JPH3" "ENSGALG00010009126" "JPH3" "JPH3" "ENSRNOG00000018784" "Jph3" "JPH3"
"13330" "ENSG00000154122" "ENSDARG00000014969" "ankhb" "ANKH" "ENSGALG00010000722" "ANKH" "ANKH" "ENSRNOG00000010960" "Ankh" "ANKH"
"13331" "ENSG00000154122" "ENSDARG00000071724" "ankha" "ANKH" "ENSGALG00010000722" "ANKH" "ANKH" "ENSRNOG00000010960" "Ankh" "ANKH"
"13332" "ENSG00000154124" "ENSDARG00000073931" "" "OTULIN" "ENSGALG00010000728" "OTULIN" "OTULIN" "ENSRNOG00000012017" "Otulin" "OTULIN"
"13333" "ENSG00000154124" "ENSDARG00000079886" "otulinb" "OTULIN" "ENSGALG00010000728" "OTULIN" "OTULIN" "ENSRNOG00000012017" "Otulin" "OTULIN"
"13334" "ENSG00000154127" "ENSDARG00000077399" "ubash3bb" "UBASH3B" "ENSGALG00010025703" "UBASH3B" "UBASH3B" "ENSRNOG00000008187" "Ubash3b" "UBASH3B"
"13335" "ENSG00000154127" "ENSDARG00000061243" "ubash3ba" "UBASH3B" "ENSGALG00010025703" "UBASH3B" "UBASH3B" "ENSRNOG00000008187" "Ubash3b" "UBASH3B"
"13336" "ENSG00000154134" "ENSDARG00000042646" "zgc:77784" "ROBO3" "ENSGALG00010024561" "ROBO3" "ROBO3" "ENSRNOG00000030016" "Robo3" "ROBO3"
"13337" "ENSG00000154134" "ENSDARG00000005645" "robo3" "ROBO3" "ENSGALG00010024561" "ROBO3" "ROBO3" "ENSRNOG00000030016" "Robo3" "ROBO3"
"13338" "ENSG00000154143" "ENSDARG00000004627" "panx3" "PANX3" "ENSGALG00010024636" "PANX3" "PANX3" "ENSRNOG00000031675" "Panx3" "PANX3"
"13339" "ENSG00000154146" "ENSDARG00000039626" "nrgna" "NRGN" "ENSGALG00010024633" "NRGN" "NRGN" "ENSRNOG00000010688" "Nrgn" "NRGN"
"13340" "ENSG00000154146" "ENSDARG00000069361" "spa17" "NRGN" "ENSGALG00010024633" "NRGN" "NRGN" "ENSRNOG00000010688" "Nrgn" "NRGN"
"13341" "ENSG00000154174" "ENSDARG00000029639" "tomm70a" "TOMM70" "ENSGALG00010005649" "TOMM70" "TOMM70" "ENSRNOG00000001640" "Tomm70" "TOMM70"
"13342" "ENSG00000154175" "ENSDARG00000071095" "abi3bpb" "ABI3BP" "ENSGALG00010005860" "ABI3BP" "ABI3BP" "ENSRNOG00000001627" "Abi3bp" "ABI3BP"
"13343" "ENSG00000154175" "ENSDARG00000062156" "" "ABI3BP" "ENSGALG00010005860" "ABI3BP" "ABI3BP" "ENSRNOG00000001627" "Abi3bp" "ABI3BP"
"13344" "ENSG00000154188" "ENSDARG00000030364" "angpt1" "ANGPT1" "ENSGALG00010011001" "ANGPT1" "ANGPT1" "ENSRNOG00000005854" "Angpt1" "ANGPT1"
"13345" "ENSG00000154227" "ENSDARG00000036337" "cers3b" "CERS3" "ENSGALG00010018916" "CERS3" "CERS3" "ENSRNOG00000013823" "Cers3" "CERS3"
"13346" "ENSG00000154227" "ENSDARG00000078541" "cers3a" "CERS3" "ENSGALG00010018916" "CERS3" "CERS3" "ENSRNOG00000013823" "Cers3" "CERS3"
"13347" "ENSG00000154229" "ENSDARG00000099841" "PRKCA" "PRKCA" "ENSGALG00010029209" "PRKCA" "PRKCA" "ENSRNOG00000003491" "Prkca" "PRKCA"
"13348" "ENSG00000154229" "ENSDARG00000115657" "prkcaa" "PRKCA" "ENSGALG00010029209" "PRKCA" "PRKCA" "ENSRNOG00000003491" "Prkca" "PRKCA"
"13349" "ENSG00000154237" "ENSDARG00000007398" "LRRK1" "LRRK1" "ENSGALG00010019013" "LRRK1" "LRRK1" "ENSRNOG00000012730" "Lrrk1" "LRRK1"
"13350" "ENSG00000154240" "ENSDARG00000079679" "cep112" "CEP112" "ENSGALG00010029217" "CEP112" "CEP112" "ENSRNOG00000024557" "Cep112" "CEP112"
"13351" "ENSG00000154252" "ENSDARG00000079502" "gal3st2" "GAL3ST2" "ENSGALG00010024875" "GAL3ST2" "GAL3ST2" "ENSRNOG00000070509" "Gal3st2c" "GAL3ST2"
"13352" "ENSG00000154277" "ENSDARG00000026871" "uchl1" "UCHL1" "ENSGALG00010015596" "UCHL1" "UCHL1" "ENSRNOG00000002343" "Uchl1" "UCHL1"
"13353" "ENSG00000154309" "ENSDARG00000044417" "disp1" "DISP1" "ENSGALG00010016786" "DISP1" "DISP1" "ENSRNOG00000003635" "Disp1" "DISP1"
"13354" "ENSG00000154310" "ENSDARG00000056218" "tnika" "TNIK" "ENSGALG00010013911" "TNIK" "TNIK" "ENSRNOG00000012422" "Tnik" "TNIK"
"13355" "ENSG00000154319" "ENSDARG00000067665" "fam167aa" "FAM167A" "ENSGALG00010011295" "FAM167A" "FAM167A" "ENSRNOG00000011316" "Fam167a" "FAM167A"
"13356" "ENSG00000154319" "ENSDARG00000023952" "fam167ab" "FAM167A" "ENSGALG00010011295" "FAM167A" "FAM167A" "ENSRNOG00000011316" "Fam167a" "FAM167A"
"13357" "ENSG00000154330" "ENSDARG00000060745" "pgm5" "PGM5" "ENSGALG00010011887" "PGM5" "PGM5" "ENSRNOG00000015406" "Pgm5" "PGM5"
"13358" "ENSG00000154342" "ENSDARG00000058822" "wnt3a" "WNT3A" "ENSGALG00010026141" "WNT3A" "WNT3A" "ENSRNOG00000003039" "Wnt3a" "WNT3A"
"13359" "ENSG00000154358" "ENSDARG00000022101" "" "OBSCN" "ENSGALG00010025849" "OBSCN" "OBSCN" "ENSRNOG00000058068" "Obscn" "OBSCN"
"13360" "ENSG00000154359" "ENSDARG00000078567" "lonrf1" "LONRF1" "ENSGALG00010014750" "LONRF1" "LONRF1" "ENSRNOG00000053706" "Lonrf1" "LONRF1"
"13361" "ENSG00000154380" "ENSDARG00000032049" "enah" "ENAH" "ENSGALG00010015989" "ENAH" "ENAH" "ENSRNOG00000031934" "Enah" "ENAH"
"13362" "ENSG00000154415" "ENSDARG00000090468" "ppp1r3aa" "PPP1R3A" "ENSGALG00010001526" "PPP1R3A" "PPP1R3A" "ENSRNOG00000059350" "Ppp1r3a" "PPP1R3A"
"13363" "ENSG00000154415" "ENSDARG00000088813" "ppp1r3ab" "PPP1R3A" "ENSGALG00010001526" "PPP1R3A" "PPP1R3A" "ENSRNOG00000059350" "Ppp1r3a" "PPP1R3A"
"13364" "ENSG00000154429" "ENSDARG00000040085" "ccsapb" "CCSAP" "ENSGALG00010010279" "CCSAP" "CCSAP" "ENSRNOG00000017690" "Ccsap" "CCSAP"
"13365" "ENSG00000154429" "ENSDARG00000025325" "ccsapa" "CCSAP" "ENSGALG00010010279" "CCSAP" "CCSAP" "ENSRNOG00000017690" "Ccsap" "CCSAP"
"13366" "ENSG00000154438" "ENSDARG00000004823" "asz1" "ASZ1" "ENSGALG00010001207" "ASZ1" "ASZ1" "ENSRNOG00000060343" "Asz1" "ASZ1"
"13367" "ENSG00000154447" "ENSDARG00000070470" "sh3rf1" "SH3RF1" "ENSGALG00010008431" "SH3RF1" "SH3RF1" "ENSRNOG00000010358" "Sh3rf1" "SH3RF1"
"13368" "ENSG00000154473" "ENSDARG00000075883" "bub3" "BUB3" "ENSGALG00010001832" "BUB3" "BUB3" "ENSRNOG00000020643" "Bub3" "BUB3"
"13369" "ENSG00000154478" "ENSDARG00000074389" "gpr26" "GPR26" "ENSGALG00010001842" "GPR26" "GPR26" "ENSRNOG00000047057" "Gpr26" "GPR26"
"13370" "ENSG00000154511" "ENSDARG00000062955" "dipk1aa" "DIPK1A" "ENSGALG00010021768" "DIPK1A" "DIPK1A" "ENSRNOG00000023533" "Dipk1a" "DIPK1A"
"13371" "ENSG00000154511" "ENSDARG00000061362" "dipk1ab" "DIPK1A" "ENSGALG00010021768" "DIPK1A" "DIPK1A" "ENSRNOG00000023533" "Dipk1a" "DIPK1A"
"13372" "ENSG00000154518" "ENSDARG00000017775" "atp5mc3a" "ATP5MC3" "ENSGALG00010022456" "ATP5G3" "ATP5MC3" "ENSRNOG00000063996" "LOC103693662" "ATP5MC3"
"13373" "ENSG00000154518" "ENSDARG00000017775" "atp5mc3a" "ATP5MC3" "ENSGALG00010022456" "ATP5G3" "ATP5MC3" "ENSRNOG00000001596" "Atp5mc3" "ATP5MC3"
"13374" "ENSG00000154553" "ENSDARG00000014248" "pdlim3b" "PDLIM3" "ENSGALG00010016991" "PDLIM3" "PDLIM3" "ENSRNOG00000012658" "Pdlim3" "PDLIM3"
"13375" "ENSG00000154553" "ENSDARG00000011023" "pdlim3a" "PDLIM3" "ENSGALG00010016991" "PDLIM3" "PDLIM3" "ENSRNOG00000012658" "Pdlim3" "PDLIM3"
"13376" "ENSG00000154556" "ENSDARG00000061603" "sorbs2b" "SORBS2" "ENSGALG00010017094" "SORBS2" "SORBS2" "ENSRNOG00000013391" "Sorbs2" "SORBS2"
"13377" "ENSG00000154556" "ENSDARG00000003046" "SORBS2" "SORBS2" "ENSGALG00010017094" "SORBS2" "SORBS2" "ENSRNOG00000013391" "Sorbs2" "SORBS2"
"13378" "ENSG00000154582" "ENSDARG00000045359" "elocb" "ELOC" "ENSGALG00010003852" "TCEB1" "ELOC" "ENSRNOG00000031730" "Eloc" "ELOC"
"13379" "ENSG00000154582" "ENSDARG00000045359" "elocb" "ELOC" "ENSGALG00010003852" "TCEB1" "ELOC" "ENSRNOG00000061371" "LOC103691088" "ELOC"
"13380" "ENSG00000154582" "ENSDARG00000045359" "elocb" "ELOC" "ENSGALG00010003852" "TCEB1" "ELOC" "ENSRNOG00000051063" "LOC103694416" "ELOC"
"13381" "ENSG00000154582" "ENSDARG00000045359" "elocb" "ELOC" "ENSGALG00010003852" "TCEB1" "ELOC" "ENSRNOG00000062357" "LOC120097475" "ELOC"
"13382" "ENSG00000154639" "ENSDARG00000043658" "cxadr" "CXADR" "ENSGALG00010007849" "CXADR" "CXADR" "ENSRNOG00000029029" "Cxadrl1" "CXADR"
"13383" "ENSG00000154642" "ENSDARG00000030803" "C10H21orf91" "C21orf91" "ENSGALG00010007429" "C21orf91" "C21orf91" "ENSRNOG00000001554" "RGD1563888" "C21orf91"
"13384" "ENSG00000154645" "ENSDARG00000034528" "chodl" "CHODL" "ENSGALG00010007467" "CHODL" "CHODL" "ENSRNOG00000001915" "Chodl" "CHODL"
"13385" "ENSG00000154654" "ENSDARG00000017466" "ncam2" "NCAM2" "ENSGALG00010007068" "NCAM2" "NCAM2" "ENSRNOG00000002126" "Ncam2" "NCAM2"
"13386" "ENSG00000154678" "ENSDARG00000090398" "PDE1C" "PDE1C" "ENSGALG00010019585" "PDE1C" "PDE1C" "ENSRNOG00000012337" "Pde1c" "PDE1C"
"13387" "ENSG00000154710" "ENSDARG00000014430" "rabgef1" "RABGEF1" "ENSGALG00010029966" "RABGEF1" "RABGEF1" "ENSRNOG00000000895" "Rabgef1" "RABGEF1"
"13388" "ENSG00000154719" "ENSDARG00000041570" "mrpl39" "MRPL39" "ENSGALG00010010762" "MRPL39" "MRPL39" "ENSRNOG00000047563" "Mrpl39" "MRPL39"
"13389" "ENSG00000154721" "ENSDARG00000058996" "jam2a" "JAM2" "ENSGALG00010010838" "JAM2" "JAM2" "ENSRNOG00000042848" "Jam2" "JAM2"
"13390" "ENSG00000154721" "ENSDARG00000079071" "jam2b" "JAM2" "ENSGALG00010010838" "JAM2" "JAM2" "ENSRNOG00000042848" "Jam2" "JAM2"
"13391" "ENSG00000154723" "ENSDARG00000077967" "si:ch211-140m22.7" "ATP5PF" "ENSGALG00010010855" "ATP5PF" "ATP5PF" "ENSRNOG00000001551" "Atp5pf" "ATP5PF"
"13392" "ENSG00000154723" "ENSDARG00000077967" "si:ch211-140m22.7" "ATP5PF" "ENSGALG00010010855" "ATP5PF" "ATP5PF" "ENSRNOG00000066253" "" "ATP5PF"
"13393" "ENSG00000154723" "ENSDARG00000089853" "" "ATP5PF" "ENSGALG00010010855" "ATP5PF" "ATP5PF" "ENSRNOG00000001551" "Atp5pf" "ATP5PF"
"13394" "ENSG00000154723" "ENSDARG00000089853" "" "ATP5PF" "ENSGALG00010010855" "ATP5PF" "ATP5PF" "ENSRNOG00000066253" "" "ATP5PF"
"13395" "ENSG00000154723" "ENSDARG00000014313" "atp5pf" "ATP5PF" "ENSGALG00010010855" "ATP5PF" "ATP5PF" "ENSRNOG00000001551" "Atp5pf" "ATP5PF"
"13396" "ENSG00000154723" "ENSDARG00000014313" "atp5pf" "ATP5PF" "ENSGALG00010010855" "ATP5PF" "ATP5PF" "ENSRNOG00000066253" "" "ATP5PF"
"13397" "ENSG00000154727" "ENSDARG00000069289" "gabpa" "GABPA" "ENSGALG00010010887" "GABPA" "GABPA" "ENSRNOG00000053205" "Gabpa" "GABPA"
"13398" "ENSG00000154734" "ENSDARG00000103519" "ADAMTS1" "ADAMTS1" "ENSGALG00010010659" "ADAMTS1" "ADAMTS1" "ENSRNOG00000001607" "Adamts1" "ADAMTS1"
"13399" "ENSG00000154736" "ENSDARG00000100307" "adamts5" "ADAMTS5" "ENSGALG00010010712" "ADAMTS5" "ADAMTS5" "ENSRNOG00000057794" "Adamts5" "ADAMTS5"
"13400" "ENSG00000154743" "ENSDARG00000091851" "tsen2" "TSEN2" "ENSGALG00010027919" "TSEN2" "TSEN2" "ENSRNOG00000060175" "Tsen2" "TSEN2"
"13401" "ENSG00000154764" "ENSDARG00000002483" "wnt7ab" "WNT7A" "ENSGALG00010027653" "WNT7A" "WNT7A" "ENSRNOG00000048782" "Wnt7a" "WNT7A"
"13402" "ENSG00000154764" "ENSDARG00000044827" "wnt7aa" "WNT7A" "ENSGALG00010027653" "WNT7A" "WNT7A" "ENSRNOG00000048782" "Wnt7a" "WNT7A"
"13403" "ENSG00000154767" "ENSDARG00000039754" "xpc" "XPC" "ENSGALG00010021252" "XPC" "XPC" "ENSRNOG00000008274" "Xpc" "XPC"
"13404" "ENSG00000154781" "ENSDARG00000023858" "ccdc174" "CCDC174" "ENSGALG00010021393" "CCDC174" "CCDC174" "ENSRNOG00000010090" "Ccdc174" "CCDC174"
"13405" "ENSG00000154783" "ENSDARG00000088801" "fgd5a" "FGD5" "ENSGALG00010022028" "FGD5" "FGD5" "ENSRNOG00000010213" "Fgd5" "FGD5"
"13406" "ENSG00000154783" "ENSDARG00000089622" "" "FGD5" "ENSGALG00010022028" "FGD5" "FGD5" "ENSRNOG00000010213" "Fgd5" "FGD5"
"13407" "ENSG00000154803" "ENSDARG00000062385" "flcn" "FLCN" "ENSGALG00010021700" "FLCN" "FLCN" "ENSRNOG00000003302" "Flcn" "FLCN"
"13408" "ENSG00000154814" "ENSDARG00000062664" "oxnad1" "OXNAD1" "ENSGALG00010002226" "OXNAD1" "OXNAD1" "ENSRNOG00000019760" "Oxnad1" "OXNAD1"
"13409" "ENSG00000154822" "ENSDARG00000098826" "PLCL2" "PLCL2" "ENSGALG00010001512" "PLCL2" "PLCL2" "ENSRNOG00000013368" "Plcl2" "PLCL2"
"13410" "ENSG00000154845" "ENSDARG00000101316" "ppp4r1" "PPP4R1" "ENSGALG00010001803" "PPP4R1" "PPP4R1" "ENSRNOG00000013733" "Ppp4r1" "PPP4R1"
"13411" "ENSG00000154856" "ENSDARG00000098203" "APCDD1" "APCDD1" "ENSGALG00010001754" "APCDD1" "APCDD1" "ENSRNOG00000043304" "Apcdd1" "APCDD1"
"13412" "ENSG00000154864" "ENSDARG00000107086" "PIEZO2" "PIEZO2" "ENSGALG00010001666" "PIEZO2" "PIEZO2" "ENSRNOG00000038784" "Piezo2" "PIEZO2"
"13413" "ENSG00000154864" "ENSDARG00000076005" "PIEZO2" "PIEZO2" "ENSGALG00010001666" "PIEZO2" "PIEZO2" "ENSRNOG00000038784" "Piezo2" "PIEZO2"
"13414" "ENSG00000154864" "ENSDARG00000112723" "" "PIEZO2" "ENSGALG00010001666" "PIEZO2" "PIEZO2" "ENSRNOG00000038784" "Piezo2" "PIEZO2"
"13415" "ENSG00000154889" "ENSDARG00000045416" "mppe1" "MPPE1" "ENSGALG00010001388" "MPPE1" "MPPE1" "ENSRNOG00000018648" "Mppe1" "MPPE1"
"13416" "ENSG00000154914" "ENSDARG00000103494" "usp43a" "USP43" "ENSGALG00010029928" "USP43" "USP43" "ENSRNOG00000003785" "Usp43" "USP43"
"13417" "ENSG00000154914" "ENSDARG00000088072" "usp43b" "USP43" "ENSGALG00010029928" "USP43" "USP43" "ENSRNOG00000003785" "Usp43" "USP43"
"13418" "ENSG00000154920" "ENSDARG00000076913" "eme1" "EME1" "ENSGALG00010029654" "EME1" "EME1" "ENSRNOG00000024420" "Eme1" "EME1"
"13419" "ENSG00000154928" "ENSDARG00000076757" "EPHB1" "EPHB1" "ENSGALG00010024555" "EPHB1" "EPHB1" "ENSRNOG00000007865" "Ephb1" "EPHB1"
"13420" "ENSG00000154928" "ENSDARG00000109215" "" "EPHB1" "ENSGALG00010024555" "EPHB1" "EPHB1" "ENSRNOG00000007865" "Ephb1" "EPHB1"
"13421" "ENSG00000154930" "ENSDARG00000044142" "acss1" "ACSS1" "ENSGALG00010018899" "ACSS1" "ACSS1" "ENSRNOG00000007102" "Acss1" "ACSS1"
"13422" "ENSG00000154945" "ENSDARG00000076490" "ankrd40" "ANKRD40" "ENSGALG00010029287" "ANKRD40" "ANKRD40" "ENSRNOG00000063936" "" "ANKRD40"
"13423" "ENSG00000154945" "ENSDARG00000076490" "ankrd40" "ANKRD40" "ENSGALG00010029287" "ANKRD40" "ANKRD40" "ENSRNOG00000002935" "Ankrd40" "ANKRD40"
"13424" "ENSG00000154975" "ENSDARG00000009568" "ca10b" "CA10" "ENSGALG00010029232" "CA10" "CA10" "ENSRNOG00000002626" "Car10" "CA10"
"13425" "ENSG00000154975" "ENSDARG00000052644" "ca10a" "CA10" "ENSGALG00010029232" "CA10" "CA10" "ENSRNOG00000002626" "Car10" "CA10"
"13426" "ENSG00000154978" "ENSDARG00000076373" "vopp1b" "VOPP1" "ENSGALG00010007183" "VOPP1" "VOPP1" "ENSRNOG00000006646" "Vopp1" "VOPP1"
"13427" "ENSG00000154978" "ENSDARG00000038979" "vopp1a" "VOPP1" "ENSGALG00010007183" "VOPP1" "VOPP1" "ENSRNOG00000006646" "Vopp1" "VOPP1"
"13428" "ENSG00000154997" "ENSDARG00000076257" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13429" "ENSG00000154997" "ENSDARG00000076398" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13430" "ENSG00000154997" "ENSDARG00000099864" "si:ch73-170d6.2" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13431" "ENSG00000154997" "ENSDARG00000087375" "zgc:66473" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13432" "ENSG00000154997" "ENSDARG00000095410" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13433" "ENSG00000154997" "ENSDARG00000087289" "si:dkey-187j14.1" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13434" "ENSG00000154997" "ENSDARG00000053761" "si:dkey-187j14.4" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13435" "ENSG00000154997" "ENSDARG00000078093" "zgc:172065" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13436" "ENSG00000154997" "ENSDARG00000017140" "zgc:63587" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13437" "ENSG00000154997" "ENSDARG00000100370" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13438" "ENSG00000154997" "ENSDARG00000025046" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13439" "ENSG00000154997" "ENSDARG00000100858" "zgc:171695" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13440" "ENSG00000154997" "ENSDARG00000105145" "si:ch211-282j17.12" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13441" "ENSG00000154997" "ENSDARG00000086419" "si:ch211-282j17.13" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13442" "ENSG00000154997" "ENSDARG00000070852" "zgc:195077" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13443" "ENSG00000154997" "ENSDARG00000030778" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13444" "ENSG00000154997" "ENSDARG00000105367" "si:dkey-88n24.11" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13445" "ENSG00000154997" "ENSDARG00000039888" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13446" "ENSG00000154997" "ENSDARG00000076146" "zgc:172075" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13447" "ENSG00000154997" "ENSDARG00000104895" "" "SEPTIN14" "ENSGALG00010027003" "SEPTIN2L" "SEPTIN14" "ENSRNOG00000038495" "Septin14" "SEPTIN14"
"13448" "ENSG00000155008" "ENSDARG00000039374" "apool" "APOOL" "ENSGALG00010018310" "APOOL" "APOOL" "ENSRNOG00000004512" "Apool" "APOOL"
"13449" "ENSG00000155016" "ENSDARG00000026548" "cyp2u1" "CYP2U1" "ENSGALG00010005656" "CYP2U1" "CYP2U1" "ENSRNOG00000011053" "Cyp2u1" "CYP2U1"
"13450" "ENSG00000155034" "ENSDARG00000007443" "fbxl18" "FBXL18" "ENSGALG00010021214" "FBXL18" "FBXL18" "ENSRNOG00000001117" "Fbxl18" "FBXL18"
"13451" "ENSG00000155034" "ENSDARG00000007443" "fbxl18" "FBXL18" "ENSGALG00010021214" "FBXL18" "FBXL18" "ENSRNOG00000062659" "RGD1565987" "FBXL18"
"13452" "ENSG00000155066" "ENSDARG00000039406" "prom2" "PROM2" "ENSGALG00010018273" "PROM2" "PROM2" "ENSRNOG00000014710" "Prom2" "PROM2"
"13453" "ENSG00000155085" "ENSDARG00000021913" "ak9" "AK9" "ENSGALG00010014124" "AK9" "AK9" "ENSRNOG00000037688" "Ak9" "AK9"
"13454" "ENSG00000155096" "ENSDARG00000035869" "azin1b" "AZIN1" "ENSGALG00010012061" "AZIN1" "AZIN1" "ENSRNOG00000005333" "Azin1" "AZIN1"
"13455" "ENSG00000155096" "ENSDARG00000052789" "azin1a" "AZIN1" "ENSGALG00010012061" "AZIN1" "AZIN1" "ENSRNOG00000005333" "Azin1" "AZIN1"
"13456" "ENSG00000155097" "ENSDARG00000035880" "atp6v1c1b" "ATP6V1C1" "ENSGALG00010010906" "ATP6V1C1" "ATP6V1C1" "ENSRNOG00000004846" "Atp6v1c1" "ATP6V1C1"
"13457" "ENSG00000155097" "ENSDARG00000023967" "atp6v1c1a" "ATP6V1C1" "ENSGALG00010010906" "ATP6V1C1" "ATP6V1C1" "ENSRNOG00000004846" "Atp6v1c1" "ATP6V1C1"
"13458" "ENSG00000155099" "ENSDARG00000056034" "pip4p2" "PIP4P2" "ENSGALG00010011062" "TMEM55A" "PIP4P2" "ENSRNOG00000006697" "Pip4p2" "PIP4P2"
"13459" "ENSG00000155100" "ENSDARG00000102705" "otud6b" "OTUD6B" "ENSGALG00010011086" "OTUD6A" "OTUD6B" "ENSRNOG00000006636" "Otud6b" "OTUD6B"
"13460" "ENSG00000155111" "ENSDARG00000043858" "cdk19" "CDK19" "ENSGALG00010013842" "CDK19" "CDK19" "ENSRNOG00000000583" "Cdk19" "CDK19"
"13461" "ENSG00000155115" "ENSDARG00000043301" "gtf3c6" "GTF3C6" "ENSGALG00010013794" "GTF3C6" "GTF3C6" "ENSRNOG00000000586" "Gtf3c6" "GTF3C6"
"13462" "ENSG00000155189" "ENSDARG00000063187" "agpat5" "AGPAT5" "ENSGALG00010002239" "AGPAT5" "AGPAT5" "ENSRNOG00000028623" "Agpat5" "AGPAT5"
"13463" "ENSG00000155229" "ENSDARG00000079067" "mms19" "MMS19" "ENSGALG00010020673" "MMS19" "MMS19" "ENSRNOG00000046769" "Mms19" "MMS19"
"13464" "ENSG00000155252" "ENSDARG00000033666" "pi4k2a" "PI4K2A" "ENSGALG00010020616" "PI4K2A" "PI4K2A" "ENSRNOG00000014675" "Pi4k2a" "PI4K2A"
"13465" "ENSG00000155256" "ENSDARG00000059835" "zfyve27" "ZFYVE27" "ENSGALG00010020595" "ZFYVE27" "ZFYVE27" "ENSRNOG00000014903" "Zfyve27" "ZFYVE27"
"13466" "ENSG00000155265" "ENSDARG00000036295" "golga7ba" "GOLGA7B" "ENSGALG00010017891" "GOLGA7B" "GOLGA7B" "ENSRNOG00000015051" "Golga7b" "GOLGA7B"
"13467" "ENSG00000155265" "ENSDARG00000105099" "GOLGA7B" "GOLGA7B" "ENSGALG00010017891" "GOLGA7B" "GOLGA7B" "ENSRNOG00000015051" "Golga7b" "GOLGA7B"
"13468" "ENSG00000155275" "ENSDARG00000033957" "trmt44" "TRMT44" "ENSGALG00010016423" "TRMT44" "TRMT44" "ENSRNOG00000008898" "Trmt44" "TRMT44"
